SITEID_07,LAT_DD,LON_DD,LakeArea,LakeDepth,LakePerim,LakeEleva,HUC2,HUC8,ECO3,ECO3_NAM,EPA_REG,Cond,DOC,NTL,PTL,Silica,pH,Temp,Sol,NUT_REG,NUTREG_NAME,ECO_NUTA,ECO3_X_ORIGIN,STATE,CNTYNAME,LAKE_ORIGIN,DATE
NLA06608-0140,39.639176,-95.45270584,26.86439392,1.7,4.019914937,321.71,10,10270103,47,Western Corn Belt Plains,Region_7,276.7,7530,1158,173,4649,8.49,25.925,5.558366013,VI,Corn Belt and Northern Great Plains,VI,PLNLOW MAN-MADE,KS,ATCHISON,MAN-MADE,6/20/2007
NLA06608-0141,39.416227,-75.68870871,65.47479386,1.6,9.836282885,0,2,2040205,63,Middle Atlantic Coastal Plain,Region_3,214.6,3400,975,73,12614,8.1,21.3,5.800065359,XIV,Eastern Coastal Plain,CPL,PLNLOW MAN-MADE,DE,NEW CASTLE,MAN-MADE,8/23/2007
NLA06608-0142,45.997912,-89.54369029,130.8236981,16.8,8.157706901,497.98,7,7070001,50,Northern Lakes and Forests,Region_5,101.8,3840,293,7,13051,6.83,17.411765,5.336797386,VIII,Nutrient Poor Largely Glaciated Upper Midwest and Northeast,VIII,PLNLOW NATURAL,WI,VILAS,NATURAL,8/13/2007
NLA06608-0144,33.395251,-99.39138265,706.1356995,12,36.14835531,405.7,12,12060101,27,Central Great Plains,Region_6,405.8,6290,898,69,8866,7.74,26.453846,5.768627451,V,South Central Cultivated Great Plains,V,PLNLOW MAN-MADE,TX,BAYLOR,MAN-MADE,8/2/2007
NLA06608-0148,39.348605,-86.1080157,28.96652302,7.3,4.842928367,236.08,5,5120204,55,Eastern Corn Belt Plains,Region_5,251.6,3570,342,16,2360,8.33,21.675,5.795686275,VI,Corn Belt and Northern Great Plains,VI,PLNLOW MAN-MADE,IN,JOHNSON,MAN-MADE,7/26/2007
NLA06608-0149,41.633403,-76.84081042,13.9443979,10.4,1.606338683,451.56,2,2050106,60,Northern Appalachian Plateau and Uplands,Region_3,118,3490,220,12,242,7.83,14.890909,5.61875817,VII,Mostly Glaciated Dairy Region,VII,EHIGH NATURAL,PA,BRADFORD,NATURAL,7/18/2007
NLA06608-0150,44.84956,-69.2311707,1887.921908,18,46.6742518,60.78,1,1030003,82,Laurentian Plains and Hills,Region_1,103.7,4270,366,16,1800,8.6,20.32042,5.132418301,VIII,Nutrient Poor Largely Glaciated Upper Midwest and Northeast,VIII,EHIGH NATURAL,ME,PENOBSCOT,NATURAL,8/2/2007
NLA06608-0152,34.594407,-97.68636485,399.558531,8.7,22.17468306,328.06,11,11130303,29,Cross Timbers,Region_6,473.6,5350,521,21,6013,8.55,NA,5.475163399,IX,Southeastern Temperate Forested Plains and Hills,IX,PLNLOW MAN-MADE,OK,STEPHENS,MAN-MADE,7/17/2007
NLA06608-0153,37.214184,-78.62538711,34.27813038,3.8,4.183521134,133.82,2,2080207,45,Piedmont,Region_3,95.33,2910,656,34,19795,7.61,27.7,5.695620915,IX,Southeastern Temperate Forested Plains and Hills,IX,EHIGH MAN-MADE,VA,PRINCE EDWARD,MAN-MADE,8/30/2007
NLA06608-0155,42.373288,-88.12714851,154.8023875,8.1,8.802219799,223.92,7,7120006,54,Central Corn Belt Plains,Region_5,937.5,11980,1520,114,7280,8.81,23.188889,5.510915033,VI,Corn Belt and Northern Great Plains,VI,PLNLOW NATURAL,IL,LAKE,NATURAL,7/31/2007
NLA06608-0158,45.881006,-91.24994528,121.2290333,8.5,5.63893516,401.01,7,7050001,50,Northern Lakes and Forests,Region_5,72.24,3810,651,16,2128,7.74,22.375,5.402222222,VIII,Nutrient Poor Largely Glaciated Upper Midwest and Northeast,VIII,PLNLOW NATURAL,WI,SAWYER,NATURAL,9/5/2007
NLA06608-0161,28.102434,-82.72114525,1013.147687,3.8,24.57939289,0.35,3,3100206,75,Southern Coastal Plain,Region_4,768.1,10720,1069,30,1912,8.28,31.32,6.302941176,XII,Southeastern Coastal Plain,CPL,PLNLOW NATURAL,FL,PINELLAS,NATURAL,8/15/2007
NLA06608-0162,42.733567,-72.10321054,53.36921117,2,3.016800419,270.74,1,1080202,58,Northeastern Highlands,Region_1,51.8,5030,244,14,903,6.15,23.733333,5.53379085,VIII,Nutrient Poor Largely Glaciated Upper Midwest and Northeast,VIII,EHIGH NATURAL,NH,CHESHIRE,NATURAL,8/28/2007
NLA06608-0167,44.941959,-94.03191284,70.1956031,1,3.994632113,302.17,7,7010205,51,North Central Hardwood Forests,Region_5,1523,27330,15625,1184,29586,9.75,25.25,5.58496732,VII,Mostly Glaciated Dairy Region,VII,PLNLOW NATURAL,MN,MCLEOD,NATURAL,7/23/2007
NLA06608-0168,37.758223,-94.85392322,24.03842122,4.1,2.990966681,276.12,10,10290104,40,Central Irregular Plains,Region_7,211.5,6560,866,61,2920,8.21,22.283333,5.410588235,IX,Southeastern Temperate Forested Plains and Hills,IX,PLNLOW MAN-MADE,KS,BOURBON,MAN-MADE,6/13/2007
NLA06608-0169,38.517254,-111.5318192,69.82449803,11,6.270353337,2435,14,14070003,19,Wasatch and Uinta Mountains,Region_8,192.9,2955,317,29,24740,8.685,15.8725,6.59875817,II,Western Forested Mountains,II,WMTNS MAN-MADE,UT,SEVIER,MAN-MADE,7/5/2007
NLA06608-0170,43.991101,-86.10688883,50.9227675,3.4,3.213812613,214.91,4,4060101,50,Northern Lakes and Forests,Region_5,239.1,6940,780,8,7732,8.62,19.9,6.074444444,VIII,Nutrient Poor Largely Glaciated Upper Midwest and Northeast,VIII,PLNLOW NATURAL,MI,MASON,NATURAL,9/21/2007
NLA06608-0173,33.073331,-115.5092281,21.04453369,2.8,2.571203351,0,18,18100200,81,Sonoran Basin and Range,Region_9,3526,12720,2218,57,6344,8.31,28.166667,7.050326797,III,Xeric West,III,WMTNS MAN-MADE,CA,IMPERIAL,MAN-MADE,7/11/2007
NLA06608-0174,46.252124,-96.0363618,68.56302121,13.7,3.123260381,363.27,9,9020103,51,North Central Hardwood Forests,Region_5,642,8820,1002,19,3134,8.88,23.725,5.381830065,VII,Mostly Glaciated Dairy Region,VII,PLNLOW NATURAL,MN,OTTER TAIL,NATURAL,7/25/2007
NLA06608-0175,39.68102,-84.68705386,82.48245998,6.6,11.4149771,311.68,5,5080002,55,Eastern Corn Belt Plains,Region_5,365.2,4000,698,55,1198,8.47,24.114286,5.641568627,VI,Corn Belt and Northern Great Plains,VI,PLNLOW MAN-MADE,OH,PREBLE,MAN-MADE,8/30/2007
NLA06608-0176,35.142395,-90.45779851,44.88178132,2.2,10.22897772,58.08,8,8020203,73,Mississippi Alluvial Plain,Region_6,509.7,5640,848,207,16938,7.29,27.68,5.652745098,X,Texas-Louisiana Coastal and Mississippi Alluvial Plains,CPL,PLNLOW NATURAL,AR,CRITTENDEN,NATURAL,9/7/2007
NLA06608-0177,43.892036,-73.05232335,41.12619495,19,3.479406297,384.73,2,2010002,58,Northeastern Highlands,Region_1,56.16,3590,177,6,2160,7.69,11.136842,5.474117647,VIII,Nutrient Poor Largely Glaciated Upper Midwest and Northeast,VIII,EHIGH MAN-MADE,VT,ADDISON,MAN-MADE,8/22/2007
NLA06608-0179,44.364562,-101.0545158,10.57223489,2,2.223440745,597.43,10,10140102,43,Northwestern Great Plains,Region_8,12710,55210,5181,209,25,8.29,20.6,6.000065359,IV,Great Plains Grass and Shrublands,IVman,PLNLOW MAN-MADE,SD,STANLEY,MAN-MADE,6/4/2007
NLA06608-0180,34.518941,-98.88132868,416.4717949,4.3,22.36246927,365.88,11,11130203,27,Central Great Plains,Region_6,285.3,5900,721,61,9235,8.56,28.074,5.548888889,V,South Central Cultivated Great Plains,V,PLNLOW MAN-MADE,OK,TILLMAN,MAN-MADE,8/29/2007
NLA06608-0181,37.788611,-119.0740544,118.8168936,40,4.627394089,2323.16,18,18090101,13,Central Basin and Range,Region_9,303.3,5060,514,6,456,8.54,12.475862,7.716862745,III,Xeric West,III,WMTNS NATURAL,CA,MONO,NATURAL,9/20/2007
NLA06608-0183,45.326247,-92.42496232,577.5641342,9,22.08690702,310.94,7,7030005,51,North Central Hardwood Forests,Region_5,244.7,3730,907,68,16980,8.04,23.49,5.465816993,VII,Mostly Glaciated Dairy Region,VII,PLNLOW NATURAL,WI,POLK,NATURAL,7/25/2007
NLA06608-0184,38.83462,-94.74900513,14.95251132,2,1.761466403,303.84,10,10300101,40,Central Irregular Plains,Region_7,446.6,4650,1049,100,7917,8.2,25.56,5.480196078,IX,Southeastern Temperate Forested Plains and Hills,IX,PLNLOW MAN-MADE,KS,JOHNSON,MAN-MADE,6/15/2007
NLA06608-0185,41.111305,-75.45750462,97.57104386,2.5,8.492040631,533.22,2,2040106,62,North Central Appalachians,Region_3,123.6,4010,284,9,1377,7.24,23.66,5.562941176,VIII,Nutrient Poor Largely Glaciated Upper Midwest and Northeast,VIII,EHIGH MAN-MADE,PA,MONROE,MAN-MADE,8/14/2007
NLA06608-0189,40.029424,-80.57939847,14.39709779,4.5,2.866744638,264.46,5,5030106,70,Western Allegheny Plateau,Region_3,396.7,3810,871,77,1776,7.46,14.22,5.715620915,XI,The Central and Eastern Forested Uplands,XI,EHIGH MAN-MADE,WV,OHIO,MAN-MADE,6/11/2007
NLA06608-0190,47.672543,-93.75949137,6.588803111,6.2,1.007239885,416,9,9030006,50,Northern Lakes and Forests,Region_5,76.11,10520,666,16,496,7.8,17.428571,5.093006536,VIII,Nutrient Poor Largely Glaciated Upper Midwest and Northeast,VIII,PLNLOW NATURAL,MN,ITASCA,NATURAL,8/14/2007
NLA06608-0191,35.167835,-83.66709127,640.0317026,44,45.14520922,916.56,6,6010202,66,Blue Ridge,Region_4,16.32,1050,48,1,5914,7.07,14.506061,5.822287582,XI,The Central and Eastern Forested Uplands,XI,EHIGH MAN-MADE,NC,MACON,MAN-MADE,7/21/2007
NLA06608-0193,48.704386,-121.1758404,81.434119,2,12.32532835,268.82,17,17110005,77,North Cascades,Region_10,52.98,1070,71,3,4983,7.68,9.95,5.202091503,II,Western Forested Mountains,II,WMTNS MAN-MADE,WA,WHATCOM,MAN-MADE,7/11/2007
NLA06608-0195,46.891975,-99.08101063,6.30593343,1.9,1.228151104,570.45,10,10160002,42,Northwestern Glaciated Plains,Region_8,1120,16660,1955,447,10234,8.43,21.464,5.525816993,V,South Central Cultivated Great Plains,V,PLNLOW NATURAL,ND,STUTSMAN,NATURAL,6/12/2007
NLA06608-0196,38.776925,-88.06164584,52.2621923,6.7,8.298862636,143.41,5,5120114,72,Interior River Valleys and Hills,Region_5,170.3,6350,1250,94,946,8.67,21.685714,5.873006536,IX,Southeastern Temperate Forested Plains and Hills,IX,PLNLOW MAN-MADE,IL,RICHLAND,MAN-MADE,6/21/2007
NLA06608-0198,41.713076,-70.08954132,65.07224916,7.2,3.220261112,6.13,1,1090002,84,Atlantic Coastal Pine Barrens,Region_1,106.3,1990,353,25,4677,6.85,24.228571,5.766470588,XIV,Eastern Coastal Plain,CPL,PLNLOW NATURAL,MA,BARNSTABLE,NATURAL,7/24/2007
NLA06608-0201,39.11225,-120.4416484,574.7259015,18,14.56209342,1592.46,18,18020128,5,Sierra Nevada,Region_9,27.1,1470,40,3,12940,7.32,18.135294,7.546993464,II,Western Forested Mountains,II,WMTNS MAN-MADE,CA,PLACER,MAN-MADE,9/18/2007
NLA06608-0203,34.006333,-87.31609868,471.993514,49,77.08241799,155.33,3,3160110,68,Southwestern Appalachians,Region_4,55.09,1710,239,1,3457,7.42,14.548571,5.873267974,XI,The Central and Eastern Forested Uplands,XI,EHIGH MAN-MADE,AL,WINSTON,MAN-MADE,8/2/2007
NLA06608-0204,35.435924,-99.24197456,35.7705532,2.6,3.250577621,547.83,11,11130302,27,Central Great Plains,Region_6,421.6,7260,1355,125,2965,8.58,22.7125,5.91,V,South Central Cultivated Great Plains,V,PLNLOW MAN-MADE,OK,WASHITA,MAN-MADE,9/12/2007
NLA06608-0207,32.603013,-84.81807605,7.39308686,3.8,1.164496742,189.95,3,3130003,45,Piedmont,Region_4,45.16,4150,384,14,1081,7.37,29.382,5.835359477,IX,Southeastern Temperate Forested Plains and Hills,IX,EHIGH MAN-MADE,GA,HARRIS,MAN-MADE,7/18/2007
NLA06608-0208,35.583845,-90.96329594,95.89271234,3.9,3.883139932,69.01,8,8020302,73,Mississippi Alluvial Plain,Region_6,124.9,5120,1687,162,15473,6.72,26.35,5.652745098,X,Texas-Louisiana Coastal and Mississippi Alluvial Plains,CPL,PLNLOW MAN-MADE,AR,POINSETT,MAN-MADE,9/6/2007
NLA06608-0209,47.57601,-122.0836788,1934.331091,27.6,31.37929103,9.1,17,17110012,2,Puget Lowland,Region_10,107.9,2650,205,4,6386,8.09,14.424,5.122614379,II,Western Forested Mountains,II,WMTNS NATURAL,WA,KING,NATURAL,7/19/2007
NLA06608-0211,47.465342,-95.76982211,57.96213093,1.4,3.003512582,387.71,9,9020301,51,North Central Hardwood Forests,Region_5,326.6,16910,1340,42,12132,8.99,21.533333,5.249150327,VII,Mostly Glaciated Dairy Region,VII,PLNLOW NATURAL,MN,MAHNOMEN,NATURAL,8/7/2007
NLA06608-0212,39.027669,-86.46847503,2761.794457,13.2,91.18767065,172.67,5,5120208,71,Interior Plateau,Region_5,130.6,3000,88,8,5685,7.81,21.126667,5.795686275,IX,Southeastern Temperate Forested Plains and Hills,IX,EHIGH MAN-MADE,IN,MONROE,MAN-MADE,7/12/2007
NLA06608-0215,45.259382,-94.96441345,385.3673642,9.8,13.99729595,355.29,7,7010204,51,North Central Hardwood Forests,Region_5,389.1,7950,1463,83,15344,8.36,20.536364,5.490392157,VII,Mostly Glaciated Dairy Region,VII,PLNLOW NATURAL,MN,KANDIYOHI,NATURAL,8/22/2007
NLA06608-0216,40.328551,-96.52877618,32.08407696,1.1,4.582722553,425.89,10,10270202,47,Western Corn Belt Plains,Region_7,329.7,10930,1367,619,4839,8.48,28.066667,5.776143791,VI,Corn Belt and Northern Great Plains,VI,PLNLOW MAN-MADE,NE,GAGE,MAN-MADE,7/6/2007
NLA06608-0217,36.152883,-79.1460479,55.19553768,5,9.784513626,186.84,3,3020201,45,Piedmont,Region_4,78.24,7100,508,6,9935,7.71,23.766667,5.705359477,IX,Southeastern Temperate Forested Plains and Hills,IX,EHIGH MAN-MADE,NC,ORANGE,MAN-MADE,6/24/2007
NLA06608-0219,41.400436,-85.37102925,47.00750836,9.8,3.535507751,284.71,4,4050001,56,Southern Michigan/Northern Indiana Drift Plains,Region_5,383.9,10910,1826,36,4274,8.59,17.363636,5.771503268,VII,Mostly Glaciated Dairy Region,VII,PLNLOW NATURAL,IN,NOBLE,NATURAL,8/1/2007
NLA06608-0220,42.504655,-100.5303638,20.18127341,1.2,1.935945293,884.56,10,10150004,44,Nebraska Sand Hills,Region_7,1376,114540,22613,872,63563,9.36,22.5,6.035490196,IV,Great Plains Grass and Shrublands,IVnat,PLNLOW NATURAL,NE,CHERRY,NATURAL,8/2/2007
NLA06608-0221,37.299136,-76.82122952,18.43275791,2.1,3.745394504,2.67,2,2080206,65,Southeastern Plains,Region_3,190.7,6110,594,38,6679,7.98,28.3,5.777124183,IX,Southeastern Temperate Forested Plains and Hills,IX,PLNLOW MAN-MADE,VA,JAMES CITY,MAN-MADE,6/28/2007
NLA06608-0222,48.406893,-102.9398075,20.30657879,3.5,3.417645851,696.09,10,10110101,42,Northwestern Glaciated Plains,Region_8,1705,22930,2008,114,10485,8.72,19.4625,5.520392157,V,South Central Cultivated Great Plains,V,PLNLOW MAN-MADE,ND,WILLIAMS,MAN-MADE,6/27/2007
NLA06608-0223,33.58413,-84.20752986,27.57731889,3.6,4.233271524,221.93,3,3070103,45,Piedmont,Region_4,81.15,3090,569,45,12821,7.68,27.4725,5.73254902,IX,Southeastern Temperate Forested Plains and Hills,IX,EHIGH MAN-MADE,GA,HENRY,MAN-MADE,6/27/2007
NLA06608-0224,37.647837,-90.58984208,70.64734976,8.6,6.050114099,323.96,8,8020202,39,Ozark Highlands,Region_7,176.4,3380,283,14,4993,7.36,22.481818,5.779084967,XI,The Central and Eastern Forested Uplands,XI,EHIGH MAN-MADE,MO,ST FRANCOIS,MAN-MADE,7/19/2007
NLA06608-0225,47.4804,-112.5389845,205.6045623,17.3,9.382508364,1355,10,10030104,42,Northwestern Glaciated Plains,Region_8,346.55,3025,154,6,1846,8.525,16.794444,5.893071895,V,South Central Cultivated Great Plains,V,PLNLOW MAN-MADE,MT,LEWIS AND CLARK,MAN-MADE,7/11/2007
NLA06608-0226,43.199526,-71.24740864,5.05517327,2.9,1.014551771,189.39,1,1070002,59,Northeastern Coastal Zone,Region_1,51.43,3690,328,8,433,6.79,22.375,5.355751634,XIV,Eastern Coastal Plain,CPL,EHIGH MAN-MADE,NH,ROCKINGHAM,MAN-MADE,7/9/2007
NLA06608-0228,38.062197,-103.6093941,217.2780867,5.4,6.977874411,1268.59,11,11020008,26,Southwestern Tablelands,Region_8,804,5265,409.5,25,3266,8.4,23.816667,6.833529412,IV,Great Plains Grass and Shrublands,IVman,PLNLOW MAN-MADE,CO,OTERO,MAN-MADE,6/26/2007
NLA06608-0229,43.952955,-74.449008,1683.029871,10.4,78.155383,495.93,4,4150305,58,Northeastern Highlands,Region_2,38.96,4230,219,4,2903,6.8,19.045455,5.418954248,VIII,Nutrient Poor Largely Glaciated Upper Midwest and Northeast,VIII,EHIGH NATURAL,NY,HAMILTON,NATURAL,9/13/2007
NLA06608-0234,43.218557,-85.46799659,20.59024428,6.8,1.989711299,224.37,4,4050006,56,Southern Michigan/Northern Indiana Drift Plains,Region_5,271.5,6210,584,14,454,8.14,21.605714,5.774705882,VII,Mostly Glaciated Dairy Region,VII,PLNLOW NATURAL,MI,KENT,NATURAL,8/23/2007
NLA06608-0235,41.322906,-85.75477789,323.1371464,33,13.88576227,250.67,5,5120106,56,Southern Michigan/Northern Indiana Drift Plains,Region_5,443.2,7800,626,8,3978,8.51,12.692308,5.771503268,VII,Mostly Glaciated Dairy Region,VII,PLNLOW NATURAL,IN,KOSCIUSKO,NATURAL,7/16/2007
NLA06608-0237,38.38849,-115.1177953,72.28415911,2.2,5.820390023,1574.3,15,15010011,13,Central Basin and Range,Region_9,642.8,5580,678,23,4832,8.63,20.76,6.603267974,III,Xeric West,III,WMTNS MAN-MADE,NV,NYE,MAN-MADE,6/26/2007
NLA06608-0238,46.578817,-94.17531685,3375.871224,28,38.39378101,367.79,7,7010105,50,Northern Lakes and Forests,Region_5,224.1,3170,265,7,1711,8.48,14.175,5.328366013,VIII,Nutrient Poor Largely Glaciated Upper Midwest and Northeast,VIII,PLNLOW NATURAL,MN,CROW WING,NATURAL,7/11/2007
NLA06608-0239,35.018951,-85.55980719,3177.007136,16.5,146.3818694,193.18,6,6020004,68,Southwestern Appalachians,Region_4,194.4,2070,383,36,5453,8.1,27.933333,5.823202614,XI,The Central and Eastern Forested Uplands,XI,EHIGH MAN-MADE,TN,MARION,MAN-MADE,7/24/2007
NLA06608-0240,48.47757,-107.5902123,1665.988717,10.2,51.9298439,677.97,10,10050004,42,Northwestern Glaciated Plains,Region_8,552.7,5020,396,14,3412,8.57,24.090909,5.585098039,V,South Central Cultivated Great Plains,V,PLNLOW MAN-MADE,MT,PHILLIPS,MAN-MADE,7/25/2007
NLA06608-0241,42.291543,-111.7292621,170.2226844,4,17.00372196,1487,16,16010202,80,Northern Basin and Range,Region_10,825.5,3180,774,80,13763,8.3,21.16,6.876862745,III,Xeric West,III,WMTNS MAN-MADE,ID,FRANKLIN,MAN-MADE,8/15/2007
NLA06608-0242,41.568323,-71.91051169,320.1372478,3,17.66382324,47.73,1,1100001,59,Northeastern Coastal Zone,Region_1,61.6,4740,300,20,645,6.78,27.728571,5.704509804,XIV,Eastern Coastal Plain,CPL,EHIGH MAN-MADE,CT,NEW LONDON,MAN-MADE,8/2/2007
NLA06608-0243,44.736473,-100.7421974,134133.9019,20.7,2763.418009,490.37,10,10130102,43,Northwestern Great Plains,Region_8,658.1,3310,203,7,4978,8.52,20.771429,5.902810458,IV,Great Plains Grass and Shrublands,IVman,PLNLOW MAN-MADE,SD,CORSON,MAN-MADE,7/18/2007
NLA06608-0244,33.739388,-99.23199838,6140.977218,12.4,199.0464485,360.62,11,11130206,26,Southwestern Tablelands,Region_6,4505,4660,436,15,5332,8.18,25.530769,5.768627451,IV,Great Plains Grass and Shrublands,IVman,PLNLOW MAN-MADE,TX,BAYLOR,MAN-MADE,6/20/2007
NLA06608-0245,38.363968,-122.1300516,152.7359691,9.5,8.985393398,118.31,18,18050001,6,Southern and Central California Chaparral and Oak Woodlands,Region_9,373.6,3750,329,11,625,9.12,24.92,7.579934641,III,Xeric West,III,WMTNS MAN-MADE,CA,NAPA,MAN-MADE,7/24/2007
NLA06608-0247,43.534742,-96.96004,87.89140131,4.5,4.07974018,473.98,10,10170203,46,Northern Glaciated Plains,Region_8,1652,12690,1625,202,3680,8.55,25.25,5.580915033,VI,Corn Belt and Northern Great Plains,VI,PLNLOW NATURAL,SD,MINNEHAHA,NATURAL,7/17/2007
NLA06608-0253,32.477368,-81.83068716,7.660024612,1.8,1.256200591,62.25,3,3060203,65,Southeastern Plains,Region_4,122.4,13050,968,127,1782,7.04,30.2925,5.674379085,IX,Southeastern Temperate Forested Plains and Hills,IX,PLNLOW MAN-MADE,GA,BULLOCH,MAN-MADE,8/8/2007
NLA06608-0254,47.966783,-99.09494995,96.47198068,4,5.910788463,441.38,9,9020201,46,Northern Glaciated Plains,Region_8,1655,16300,2816,175,24951,8.74,20.88,5.399803922,VI,Corn Belt and Northern Great Plains,VI,PLNLOW NATURAL,ND,BENSON,NATURAL,6/21/2007
NLA06608-0255,35.948358,-85.31930179,27.57971984,5.2,3.912688048,565.35,5,5130108,68,Southwestern Appalachians,Region_4,86.06,4190,276,4,1773,7.78,27.827273,5.823202614,XI,The Central and Eastern Forested Uplands,XI,EHIGH MAN-MADE,TN,WHITE,MAN-MADE,8/7/2007
NLA06608-0257,48.541395,-115.2253416,10127.62131,48.8,368.0398635,750,17,17010101,15,Northern Rockies,Region_8,217.6,1670,79,1,3695,8.65,13.207692,5.691960784,II,Western Forested Mountains,II,WMTNS MAN-MADE,MT,LINCOLN,MAN-MADE,7/18/2007
NLA06608-0259,46.374212,-98.99123974,10.38935164,1.7,1.740557562,593.82,10,10160004,42,Northwestern Glaciated Plains,Region_8,1154,21940,3172,613,18481,7.99,21.225,5.525816993,V,South Central Cultivated Great Plains,V,PLNLOW NATURAL,ND,LA MOURE,NATURAL,6/14/2007
NLA06608-0260,36.673436,-106.6907196,1918.981332,48,56.33589494,2181,13,13020102,21,Southern Rockies,Region_6,203.4,2440,136,8,16606,8.22,13.497143,6.077189542,II,Western Forested Mountains,II,WMTNS MAN-MADE,NM,RIO ARRIBA,MAN-MADE,8/30/2007
NLA06608-0268,35.50849,-96.32121976,285.7856053,7.8,23.155508,236.95,11,11100303,29,Cross Timbers,Region_6,182.7,7210,464,20,6573,7.64,25.261111,5.317124183,IX,Southeastern Temperate Forested Plains and Hills,IX,PLNLOW MAN-MADE,OK,OKFUSKEE,MAN-MADE,9/10/2007
NLA06608-0271,40.477871,-83.87906608,2010.568777,2,72.84914595,303.7,5,5080001,55,Eastern Corn Belt Plains,Region_5,418.1,5590,857,99,2796,8.36,25.6925,5.702875817,VI,Corn Belt and Northern Great Plains,VI,PLNLOW NATURAL,OH,LOGAN,NATURAL,6/27/2007
NLA06608-0275,46.271991,-99.38087643,56.20261632,2.7,3.367303315,599.68,10,10130106,42,Northwestern Glaciated Plains,Region_8,4584,26130,3084,331,18218,8.82,19.695,5.525816993,V,South Central Cultivated Great Plains,V,PLNLOW NATURAL,ND,MCINTOSH,NATURAL,6/21/2007
NLA06608-0276,38.776371,-105.0043919,40.33012996,13.7,3.252266441,3323.93,11,11020002,21,Southern Rockies,Region_8,33.9,2020,254,7,5335,5.96,11.569286,5.934444444,II,Western Forested Mountains,II,WMTNS MAN-MADE,CO,TELLER,MAN-MADE,8/7/2007
NLA06608-0277,42.678174,-113.4006122,3395.548853,8.1,65.96433816,1278.65,17,17040209,12,Snake River Plain,Region_10,471.3,2330,451,117,19138,8.54,22.722222,6.675163399,III,Xeric West,III,WMTNS MAN-MADE,ID,BLAINE,MAN-MADE,7/20/2007
NLA06608-0279,44.192442,-93.8978566,186.683289,2.6,9.456972,300.84,7,7020011,47,Western Corn Belt Plains,Region_5,313.3,18800,4600,239,10152,8.65,24.06,5.60875817,VI,Corn Belt and Northern Great Plains,VI,PLNLOW NATURAL,MN,BLUE EARTH,NATURAL,8/8/2007
NLA06608-0280,32.089895,-95.89426355,5.361184254,2.5,1.133240069,116.46,12,12030201,33,East Central Texas Plains,Region_6,111,15410,1229,81,4179,7.65,28.54,5.29751634,IX,Southeastern Temperate Forested Plains and Hills,IX,PLNLOW MAN-MADE,TX,HENDERSON,MAN-MADE,7/25/2007
NLA06608-0281,35.494575,-80.57559837,95.02838878,4.2,11.62002925,196.08,3,3040105,45,Piedmont,Region_4,131,5360,639,44,11302,7.87,25.24,5.79379085,IX,Southeastern Temperate Forested Plains and Hills,IX,EHIGH MAN-MADE,NC,ROWAN,MAN-MADE,6/20/2007
NLA06608-0283,32.512331,-87.85257456,4731.475925,18.1,698.1088116,22.28,3,3160106,65,Southeastern Plains,Region_4,382.9,2390,381,33,1777,8.08,30.452941,5.890196078,IX,Southeastern Temperate Forested Plains and Hills,IX,PLNLOW MAN-MADE,AL,GREENE,MAN-MADE,7/9/2007
NLA06608-0284,34.913844,-98.73027981,16.50629257,1.3,2.847002159,466.76,11,11130302,27,Central Great Plains,Region_6,869.2,4370,865,79,1228,8.23,29.303333,5.548888889,V,South Central Cultivated Great Plains,V,PLNLOW MAN-MADE,OK,KIOWA,MAN-MADE,7/30/2007
NLA06608-0285,38.559487,-75.56227311,34.458845,1.7,4.701421,1.55,2,2060008,63,Middle Atlantic Coastal Plain,Region_3,151.3,3670,4222,138,13849,7.91,24.55,5.747908497,XIV,Eastern Coastal Plain,CPL,PLNLOW MAN-MADE,DE,SUSSEX,MAN-MADE,7/24/2007
NLA06608-0286,46.152251,-88.82970363,55.6243386,17.8,4.03421,497.39,4,4030106,50,Northern Lakes and Forests,Region_5,22.17,4460,413,5,169,6.53,13.385,5.476993464,VIII,Nutrient Poor Largely Glaciated Upper Midwest and Northeast,VIII,PLNLOW NATURAL,MI,IRON,NATURAL,8/8/2007
NLA06608-0290,42.195652,-120.5256858,59.23892783,2.9,4.591667887,1485,18,18020001,9,Eastern Cascades Slopes and Foothills,Region_10,142,5540,273,178,24313,8.1,20.95,7.118954248,II,Western Forested Mountains,II,WMTNS MAN-MADE,OR,LAKE,MAN-MADE,7/11/2007
NLA06608-0291,43.813821,-88.99784821,3104.867993,49,43.79007843,242.59,4,4030201,53,Southeastern Wisconsin Till Plains,Region_5,496.1,4330,553,13,441,8.64,13.243243,5.489215686,VII,Mostly Glaciated Dairy Region,VII,PLNLOW NATURAL,WI,GREEN LAKE,NATURAL,7/11/2007
NLA06608-0293,41.384261,-73.50316356,23.55242621,5.5,2.529444377,136.47,1,1100005,59,Northeastern Coastal Zone,Region_1,340.5,4310,759,30,5425,8.65,20.842857,5.731176471,XIV,Eastern Coastal Plain,CPL,EHIGH NATURAL,CT,FAIRFIELD,NATURAL,7/25/2007
NLA06608-0294,44.952231,-72.11517323,76.19533937,5.1,4.825821319,312.01,1,1110000,58,Northeastern Highlands,Region_1,310.7,2330,343,1,519,8.4,20.816667,5.208169935,VIII,Nutrient Poor Largely Glaciated Upper Midwest and Northeast,VIII,EHIGH NATURAL,VT,ORLEANS,NATURAL,6/26/2007
